track_name,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,time_signature
Allah Maaf Kare,Pritam,filmi,0.664,0.792,6.0,-5.294,1.0,0.0283,0.184,0.106,0.86,139.961,230165.0,6.0
Allah Waariyan,Shafqat Amanat Ali,classic pakistani pop,0.483,0.781,4.0,-5.926,1.0,0.0445,0.349,0.126,0.801,83.782,314522.0,4.0
Allegro,Wolfgang Amadeus Mozart,classical,0.428,0.237,7.0,-13.764,0.0,0.0351,0.987,0.0849,0.357,79.904,460027.0,7.0
Allure,DaniSogen,japanese chillhop,0.635,0.238,11.0,-20.089,0.0,0.0317,0.91,0.0857,0.136,120.005,156000.0,11.0
"Almost nothing - ""Death Stranding"" Ending Song",Silent Poets,japanese dub,0.453,0.434,4.0,-11.32,0.0,0.0291,0.249,0.0894,0.0768,108.016,296520.0,4.0
Alone,Lund,cloud rap,0.741,0.354,2.0,-15.505,1.0,0.0812,0.656,0.384,0.037,120.018,254000.0,2.0
Alone (End Credits),Mikko Tarmia,video game music,0.257,0.113,5.0,-18.99,0.0,0.0386,0.936,0.102,0.0417,134.506,138842.0,5.0
Alone (Naruto),Kato,anime lo-fi,0.523,0.617,9.0,-7.76,0.0,0.0265,0.0856,0.139,0.0868,79.964,101820.0,9.0
Alone Piano,Kato,anime lo-fi,0.691,0.00816,9.0,-25.501,0.0,0.093,0.992,0.149,0.424,67.549,61857.0,9.0
Alone With You (feat. AlunaGeorge),Kito,electra,0.722,0.514,0.0,-9.249,0.0,0.272,0.476,0.105,0.568,103.992,178042.0,0.0
Alone in My Car,NIKI DEMAR,social media pop,0.625,0.574,0.0,-7.343,1.0,0.0356,0.185,0.159,0.305,92.089,193173.0,0.0
Alone with You,Canyon City,acoustic pop,0.549,0.274,1.0,-12.565,1.0,0.0379,0.798,0.103,0.207,86.664,186584.0,1.0
"Alone, Pt. II",Alan Walker,electro house,0.673,0.659,3.0,-4.493,0.0,0.0439,0.539,0.129,0.628,88.011,179053.0,3.0
Aloo Chaat (Title Track),RDB,bhangra,0.792,0.959,9.0,-2.579,0.0,0.0913,0.338,0.275,0.874,115.015,309747.0,9.0
"Also sprach Zarathustra, Op. 30",Richard Strauss,classical,0.115,0.301,0.0,-13.321,1.0,0.0449,0.637,0.154,0.0409,77.276,109667.0,0.0
Alvida,Pritam,filmi,0.287,0.654,2.0,-5.57,1.0,0.0374,0.593,0.11,0.241,84.015,338587.0,2.0
"Alvida - From ""Alvida""",Shafqat Amanat Ali,classic pakistani pop,0.32,0.437,0.0,-13.057,0.0,0.0411,0.447,0.279,0.35,81.563,136759.0,0.0
Always Be There,Jonas Blue,pop,0.702,0.759,0.0,-3.292,1.0,0.0381,0.16,0.062,0.761,123.999,198408.0,0.0
Always Looking for You,Jason Mraz,acoustic pop,0.551,0.596,11.0,-8.116,1.0,0.0544,0.128,0.0679,0.636,169.786,232941.0,11.0
Am I The Only One (with Astrid S & HRVY),R3HAB,dutch house,0.722,0.592,9.0,-7.746,1.0,0.0564,0.401,0.0927,0.438,139.903,152143.0,9.0
Am I Wrong,Nico & Vinz,afrobeats,0.729,0.675,8.0,-6.003,1.0,0.0312,0.175,0.55,0.779,119.968,245867.0,8.0
Ambarsariya,Sona Mohapatra,filmi,0.649,0.458,4.0,-7.632,0.0,0.0446,0.574,0.113,0.748,180.071,248182.0,4.0
Ameno,ERA,gregorian dance,0.605,0.532,1.0,-10.872,0.0,0.0337,0.0919,0.0762,0.139,102.804,235227.0,1.0
Ameno - Remix,ERA,gregorian dance,0.69,0.812,1.0,-7.452,0.0,0.0327,0.165,0.0905,0.251,102.824,227133.0,1.0
American Cars,Annie,electropop,0.567,0.588,7.0,-8.117,0.0,0.0315,0.149,0.126,0.634,79.381,226869.0,7.0
American Honey,Current Joys,lo-fi indie,0.433,0.501,3.0,-8.89,1.0,0.0346,0.503,0.0945,0.252,204.06,253011.0,3.0
American Idiot,Green Day,modern rock,0.38,0.988,1.0,-2.042,1.0,0.0639,2.64e-05,0.368,0.769,186.113,176346.0,1.0
American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,brostep,0.617,0.514,9.0,-7.099,1.0,0.0722,0.0154,0.118,0.365,81.067,153196.0,9.0
Amnesia,Grace Carter,uk contemporary r&b,0.616,0.699,0.0,-5.398,1.0,0.044,0.0849,0.077,0.533,99.956,192227.0,0.0
Amplifier,Imran Khan,desi hip hop,0.727,0.714,2.0,-4.494,1.0,0.0872,0.0209,0.153,0.618,164.003,232907.0,2.0
Andira,Myríad,lo-fi jazzhop,0.559,0.354,5.0,-15.523,0.0,0.108,0.895,0.113,0.371,79.933,144000.0,5.0
Angel 2 Me,McKay,korean r&b,0.636,0.522,3.0,-5.687,1.0,0.127,0.655,0.124,0.654,83.048,210163.0,3.0
Angel Baby,Troye Sivan,australian pop,0.559,0.559,11.0,-6.425,1.0,0.0358,0.0145,0.138,0.338,72.498,220780.0,11.0
Angela,Flower Face,ambient folk,0.49,0.126,1.0,-13.868,1.0,0.0327,0.926,0.0992,0.102,99.892,284143.0,1.0
Angeleyes,ABBA,europop,0.719,0.922,11.0,-6.091,1.0,0.0338,0.523,0.0867,0.964,133.113,260893.0,11.0
Angles,Jonas Blue,pop,0.708,0.872,0.0,-5.377,0.0,0.0463,0.0148,0.0881,0.743,124.996,165120.0,0.0
Animal,Noah Kahan,pov: indie,0.709,0.48,11.0,-8.353,1.0,0.305,0.163,0.16,0.365,175.916,219555.0,11.0
Animals,Martin Garrix,dutch edm,0.593,0.914,1.0,-5.351,1.0,0.0363,0.00137,0.0714,0.0381,128.015,176120.0,1.0
Animals,Nickelback,alternative metal,0.572,0.961,7.0,-3.089,1.0,0.0625,0.000734,0.207,0.818,76.998,186600.0,7.0
Anisuthide,Sonu Nigam,filmi,0.744,0.708,0.0,-6.073,0.0,0.0312,0.458,0.207,0.486,120.017,276428.0,0.0
Anjaana Anjaani,Vishal Dadlani,filmi,0.526,0.639,0.0,-6.614,1.0,0.0322,0.49,0.099,0.214,77.053,354079.0,0.0
Anjaana Anjaani Ki Kahani,Nikhil D'Souza,indian indie,0.682,0.97,2.0,-5.332,1.0,0.0459,0.00591,0.0448,0.959,137.954,285051.0,2.0
Annabelle's Homework,Alec Benjamin,alt z,0.676,0.634,8.0,-5.377,1.0,0.0385,0.701,0.223,0.33,86.004,192501.0,8.0
Another Life (feat. FLETCHER & Josh Golden),Surf Mesa,pop edm,0.648,0.724,0.0,-5.189,1.0,0.0263,0.0198,0.15,0.382,125.014,162954.0,0.0
Another Love,Tom Odell,chill pop,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,0.0944,0.131,122.769,244360.0,4.0
Another One Bites The Dust - Remastered 2011,Queen,classic rock,0.933,0.528,5.0,-6.472,0.0,0.162,0.112,0.163,0.756,109.975,214653.0,5.0
Anvil,Lorn,glitch hop,0.384,0.455,6.0,-10.773,0.0,0.0348,0.414,0.0933,0.0359,100.018,209333.0,6.0
Anyone,Justin Bieber,canadian pop,0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,0.113,0.584,115.884,190779.0,2.0
Anything You Need,Low Roar,icelandic indie,0.221,0.34,9.0,-10.935,0.0,0.0314,0.806,0.104,0.0397,85.665,195653.0,9.0
Anywhere,Passenger,folk-pop,0.597,0.624,7.0,-6.931,1.0,0.0283,0.0947,0.0946,0.84,104.541,216207.0,7.0
Anywhere,Rita Ora,dance pop,0.628,0.797,11.0,-3.953,0.0,0.0596,0.0364,0.104,0.321,106.93,215064.0,11.0
Ao No Waltz,Eve,anime,0.417,0.52,3.0,-4.872,1.0,0.0324,0.19,0.0783,0.346,123.934,277337.0,3.0
Apocalypse,Cigarettes After Sex,ambient pop,0.369,0.467,5.0,-9.018,1.0,0.0274,0.0194,0.109,0.174,94.473,290147.0,5.0
Apollo - Radio Edit,Astronaut,complextro,0.66,0.648,5.0,-4.316,0.0,0.0481,0.00498,0.322,0.271,128.08,185625.0,5.0
Apologize,OneRepublic,piano rock,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,0.102,0.502,118.008,208107.0,8.0
Apple Pie,Lizzy McAlpine,alt z,0.518,0.208,10.0,-12.273,1.0,0.0363,0.855,0.12,0.42,179.836,259167.0,10.0
Aquela Paz,DJ Lagoa,lo-fi brasileiro,0.323,0.0742,10.0,-24.299,1.0,0.0328,0.981,0.0735,0.0398,60.035,208000.0,10.0
Arabian Nights (2019),Will Smith,hip hop,0.445,0.532,8.0,-8.018,1.0,0.0405,0.254,0.109,0.465,128.776,193096.0,8.0
Arcade,Duncan Laurence,dutch pop,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.135,0.266,71.884,183624.0,9.0
Arcadia MIX,LXST CXNTURY,chill phonk,0.479,0.82,11.0,-7.142,0.0,0.064,0.0128,0.109,0.246,138.518,1847210.0,11.0
Archetype,Omar Apollo,bedroom pop,0.676,0.338,9.0,-7.96,1.0,0.0284,0.372,0.468,0.321,92.029,168829.0,9.0
Are Re Are,Uttam Singh,classic bollywood,0.693,0.537,2.0,-13.448,1.0,0.0393,0.184,0.2,0.923,142.995,125518.0,2.0
Are Re Are (Part-2),Uttam Singh,classic bollywood,0.693,0.537,2.0,-13.448,1.0,0.0393,0.184,0.2,0.923,142.995,125518.0,2.0
Are We Gonna Be Alright,Ewan J Phillips,british singer-songwriter,0.348,0.168,7.0,-14.805,1.0,0.0398,0.78,0.504,0.0618,132.206,553056.0,7.0
Are you happy?,shy martin,alt z,0.632,0.578,9.0,-7.657,0.0,0.0905,0.714,0.42,0.297,139.324,157556.0,9.0
Argonauts,The Little Ones,shimmer pop,0.564,0.778,9.0,-6.763,1.0,0.0369,0.000101,0.0661,0.616,120.012,187053.0,9.0
Armani,Zack Knight,desi hip hop,0.746,0.651,11.0,-6.261,0.0,0.199,0.136,0.0952,0.366,176.053,178636.0,11.0
Armenia,Joan Thiele,italian indie pop,0.767,0.605,0.0,-6.987,1.0,0.041,0.0187,0.359,0.285,112.112,177830.0,0.0
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,emo rap,0.703,0.723,9.0,-5.45,0.0,0.0412,0.0302,0.126,0.288,104.969,198903.0,9.0
Army,Besomorph,alt z,0.523,0.699,6.0,-3.84,0.0,0.0293,0.108,0.205,0.132,74.983,203500.0,6.0
Army-Attack,Hiroyuki Sawano,anime score,0.585,0.794,8.0,-9.958,1.0,0.0682,0.118,0.0962,0.334,135.013,206440.0,8.0
Around My Neck,FINNEAS,alt z,0.965,0.303,1.0,-10.49,1.0,0.0561,0.0524,0.12,0.414,107.048,175528.0,1.0
Arrows,Vampire Weekend,baroque pop,0.468,0.67,2.0,-8.052,1.0,0.0875,0.309,0.108,0.32,147.498,184067.0,2.0
Artful Haze,Obie Hans,lo-fi jazzhop,0.65,0.286,8.0,-16.552,1.0,0.0549,0.53,0.111,0.234,156.031,160044.0,8.0
Artistry,Jacob Lee,australian pop,0.437,0.681,3.0,-5.178,0.0,0.0354,0.159,0.136,0.26,146.015,244530.0,3.0
As It Was,Harry Styles,pop,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.311,0.662,173.93,167303.0,6.0
As It Was - Spotify Singles,Sasha Alex Sloan,alt z,0.529,0.174,9.0,-13.751,1.0,0.0373,0.845,0.0567,0.311,136.112,206187.0,9.0
As Long As You Love Me,Justin Bieber,canadian pop,0.571,0.873,0.0,-3.382,0.0,0.1,0.0811,0.361,0.613,139.691,229467.0,0.0
As the World Caves In,Matt Maltese,indie anthem-folk,0.331,0.45,10.0,-5.362,1.0,0.034,0.365,0.22,0.18,123.829,218755.0,10.0
"Asgard - From ""Thor: The Dark World""/Score",Brian Tyler,orchestral soundtrack,0.276,0.523,0.0,-9.919,1.0,0.0391,0.0189,0.0567,0.28,81.699,116107.0,0.0
Ashutosh Shashamk Shekhar,Sonu Nigam,filmi,0.76,0.546,5.0,-8.048,1.0,0.0395,0.815,0.29,0.968,116.969,352667.0,5.0
Ass Like That,Eminem,detroit hip hop,0.646,0.796,2.0,-6.152,1.0,0.366,0.409,0.107,0.676,83.093,265480.0,2.0
Assassin,Au/Ra,alt z,0.49,0.644,10.0,-9.074,0.0,0.349,0.0631,0.384,0.409,193.99,189341.0,10.0
Astrovan,Mt. Joy,pov: indie,0.548,0.444,3.0,-9.4,1.0,0.0384,0.866,0.134,0.62,169.917,186133.0,3.0
Asura,Claptu,lo-fi latino,0.639,0.146,7.0,-20.574,0.0,0.0432,0.961,0.107,0.117,121.078,150744.0,7.0
Asylums for the feeling feat. Leila Adu,Silent Poets,japanese dub,0.402,0.426,9.0,-9.554,0.0,0.0255,0.00436,0.0857,0.0798,82.054,429251.0,9.0
At My Worst,Pink Sweat$,bedroom soul,0.813,0.415,0.0,-5.926,1.0,0.0349,0.777,0.131,0.667,91.921,170345.0,0.0
At My Worst (feat. Kehlani),Pink Sweat$,bedroom soul,0.731,0.484,0.0,-5.579,1.0,0.0354,0.73,0.326,0.35,92.043,169128.0,0.0
At Night,Yasumu,lo-fi study,0.68,0.114,1.0,-23.789,0.0,0.0472,0.894,0.113,0.0786,110.009,128057.0,1.0
At the Sea,Yasumu,lo-fi study,0.619,0.0936,9.0,-16.143,0.0,0.0513,0.858,0.0825,0.329,77.051,178839.0,9.0
Atlantis,Kainbeats,anime lo-fi,0.574,0.184,11.0,-19.535,1.0,0.0388,0.808,0.137,0.182,136.114,141186.0,11.0
Atlantis - Extra Sped Up Version,Seafret,folk-pop,0.471,0.561,11.0,-7.068,0.0,0.03,0.0472,0.122,0.215,99.808,190759.0,11.0
Atmospheric Entry,Hans Zimmer,german soundtrack,0.0681,0.00552,0.0,-36.657,1.0,0.0611,0.000225,0.116,0.0282,74.42,100986.0,0.0
Attack on Titan,Hiroyuki Sawano,anime score,0.54,0.608,2.0,-8.498,1.0,0.0508,0.00182,0.106,0.0389,125.01,256920.0,2.0
Attention,Charlie Puth,pop,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,0.134,0.797,100.066,208787.0,3.0
Auckland Sunrise,Fred V & Grafix,dancefloor dnb,0.412,0.928,2.0,-5.599,1.0,0.0493,4.33e-05,0.276,0.473,173.988,222872.0,2.0
Aurora,Jisatsu,anime lo-fi,0.666,0.144,4.0,-18.412,1.0,0.0369,0.947,0.0645,0.0906,80.037,138750.0,4.0
Aurora,K-391,nordic house,0.498,0.689,6.0,-5.849,0.0,0.0772,0.0784,0.188,0.176,143.804,164167.0,6.0
Automatic (feat. Jake Miller),Fly By Midnight,singer-songwriter pop,0.6,0.529,8.0,-6.184,1.0,0.0277,0.239,0.099,0.371,134.966,157472.0,8.0
Autumn festival,RADWIMPS,j-pop,0.637,0.205,7.0,-15.144,1.0,0.0411,0.99,0.147,0.345,110.386,67987.0,7.0
Avoiding,Vorsa,lo-fi chill,0.698,0.508,11.0,-6.272,1.0,0.0454,0.708,0.319,0.555,119.999,264464.0,11.0
Awari,Adnan Dhool,pakistani pop,0.322,0.515,3.0,-6.908,0.0,0.0341,0.668,0.0907,0.16,149.912,320757.0,3.0
Away From Home,Broken Back,new french touch,0.698,0.871,2.0,-7.073,1.0,0.0469,0.221,0.298,0.79,98.003,149072.0,2.0
Aziyat 2.0 - Reprise Version,Pratsofficial,desi pop,0.445,0.28,10.0,-12.668,1.0,0.0275,0.819,0.111,0.299,104.743,194286.0,10.0
BABYDOLL,Ari Abdul,dark r&b,0.552,0.582,11.0,-5.535,1.0,0.0404,0.0813,0.177,0.538,105.483,156651.0,11.0
BABYDOLL (Speed),Ari Abdul,dark r&b,0.552,0.582,11.0,-5.535,1.0,0.0404,0.0813,0.177,0.538,105.483,156651.0,11.0
BAND$,Arizona Zervas,pop rap,0.707,0.591,8.0,-5.878,1.0,0.0705,0.015,0.27,0.645,149.982,108072.0,8.0
BARTA,Lorn,glitch hop,0.675,0.568,1.0,-9.982,0.0,0.0393,0.181,0.122,0.461,146.002,126828.0,1.0
BATTLEKOUR,Hiroyuki Sawano,anime score,0.679,0.859,4.0,-8.095,0.0,0.0556,0.00292,0.361,0.147,124.026,321290.0,4.0
BB's Theme,Ludvig Forssell,anime,0.282,0.428,1.0,-9.812,0.0,0.0311,0.227,0.0897,0.0392,83.608,316520.0,1.0
BIG SHOT,The Lumineers,folk-pop,0.626,0.35,1.0,-7.03,1.0,0.0299,0.726,0.0975,0.225,72.522,181040.0,1.0
BLENDER,5 Seconds of Summer,boy band,0.67,0.665,8.0,-5.47,1.0,0.104,0.0293,0.101,0.694,161.99,147744.0,8.0
BLINE,BRONSON,vapor twitch,0.658,0.864,9.0,-4.386,0.0,0.0367,0.0169,0.341,0.0539,120.005,264987.0,9.0
BLOOD,KLOUD,traprun,0.497,0.825,8.0,-4.638,0.0,0.0821,0.0031,0.0905,0.235,88.712,194157.0,8.0
BLOOD FLAME,BADTRIP MUSIC,drift phonk,0.781,0.913,7.0,-1.689,1.0,0.0802,0.0348,0.294,0.557,120.027,181120.0,7.0
BLOOD RACE,Ghostface Playa,drift phonk,0.714,0.891,10.0,-2.819,0.0,0.199,2.5e-05,0.4,0.664,183.995,109565.0,10.0
BLOODLINE,Sinizter,dark trap,0.698,0.977,9.0,-1.56,1.0,0.0822,0.0333,0.0627,0.619,149.954,115200.0,9.0
BLOODY TEAR,LXST CXNTURY,chill phonk,0.615,0.866,1.0,-4.118,1.0,0.0505,0.000922,0.111,0.499,150.063,159942.0,1.0
BOOM,Tiësto,big room,0.886,0.84,2.0,-3.386,1.0,0.0502,0.0164,0.329,0.203,123.035,179512.0,2.0
BOW,MFS,josei rap,0.844,0.706,1.0,-8.015,1.0,0.152,0.157,0.0752,0.527,150.027,182125.0,1.0
BOY,Charlie Puth,pop,0.725,0.77,1.0,-6.24,1.0,0.0539,0.149,0.0641,0.647,93.009,263413.0,1.0
BRAND NEW WORLD - EUROBEAT VERSION,Ace,super eurobeat,0.45,0.996,4.0,-4.798,1.0,0.129,2.16e-05,0.0772,0.51,76.521,234608.0,4.0
BREAKDOWN,MC ORSEN,drift phonk,0.678,0.929,9.0,-2.092,1.0,0.0837,0.0104,0.308,0.592,169.996,146820.0,9.0
BRIDGES,Ludvig Forssell,anime,0.352,0.528,2.0,-19.93,1.0,0.0391,0.901,0.128,0.189,102.013,208373.0,2.0
BTBT,B.I,k-pop,0.766,0.664,9.0,-6.932,0.0,0.177,0.334,0.115,0.509,109.946,219550.0,9.0
BUBBLE,Hiroyuki Sawano,anime score,0.176,0.194,9.0,-11.904,0.0,0.0375,0.356,0.0555,0.038,61.723,118000.0,9.0
BUBBLE-cho.,Hiroyuki Sawano,anime score,0.451,0.308,0.0,-10.922,1.0,0.0362,0.794,0.0891,0.0384,119.911,409000.0,0.0
BUBBLE-outtake1,Hiroyuki Sawano,anime score,0.467,0.214,9.0,-17.009,1.0,0.0335,0.417,0.0947,0.0404,119.999,182000.0,9.0
BURN IT DOWN,Linkin Park,alternative metal,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0707,0.585,110.006,230253.0,9.0
BYE,Jaden,pop rap,0.635,0.51,0.0,-6.348,1.0,0.0344,0.308,0.162,0.334,119.986,296048.0,0.0
Baaraat,Ritviz,desi hip hop,0.678,0.449,4.0,-9.379,0.0,0.0869,0.477,0.536,0.606,100.033,222096.0,4.0
Baari,Bilal Saeed,desi hip hop,0.658,0.539,3.0,-7.043,1.0,0.0433,0.857,0.0999,0.461,80.088,235297.0,3.0
Baarish,Mohammed Irfan,filmi,0.443,0.447,7.0,-7.895,0.0,0.0356,0.768,0.2,0.215,127.395,374938.0,7.0
Baarish Lete Aana,Darshan Raval,desi pop,0.537,0.35,2.0,-8.937,1.0,0.0248,0.838,0.108,0.318,67.018,213500.0,2.0
Baba O'Riley,The Who,album rock,0.489,0.724,5.0,-8.367,1.0,0.0352,0.313,0.287,0.15,117.292,300400.0,5.0
Baba O'Riley - ConfidentialMX Remix,The Who,album rock,0.293,0.369,5.0,-17.075,1.0,0.0425,0.408,0.118,0.221,117.652,153987.0,5.0
Baby Be Crazy,Brantley Gilbert,contemporary country,0.464,0.749,1.0,-4.883,0.0,0.0291,0.00315,0.294,0.442,153.067,209880.0,1.0
Baby Blue - Remastered 2010,Badfinger,album rock,0.623,0.876,11.0,-7.788,1.0,0.066,0.0189,0.0728,0.515,124.431,217347.0,11.0
Baby Girl,Disco Lines,stutter house,0.73,0.907,2.0,-3.72,1.0,0.0606,0.0921,0.23,0.249,120.968,111074.0,2.0
Baby I'm A Queen,Sofi Tukker,edm,0.642,0.813,6.0,-4.394,0.0,0.0305,0.00147,0.363,0.202,119.965,208520.0,6.0
Baby You're Worth It,Kina,sad lo-fi,0.681,0.255,7.0,-16.305,1.0,0.0479,0.742,0.105,0.274,119.952,130947.0,7.0
Back In Black,AC/DC,australian rock,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.0828,0.763,188.386,255493.0,9.0
Back To My Bed,Elderbrook,uk dance,0.771,0.729,4.0,-7.554,1.0,0.0372,0.313,0.236,0.689,124.047,202107.0,4.0
Back When We Were Kids,Timeflies,indie pop rap,0.636,0.648,4.0,-4.477,1.0,0.0587,0.0318,0.231,0.464,107.015,181465.0,4.0
Backseat Freestyle,Kendrick Lamar,conscious hip hop,0.546,0.651,1.0,-7.601,1.0,0.3,0.000739,0.235,0.646,77.878,212653.0,1.0
Backseat Rider,Sara Kays,alt z,0.569,0.538,2.0,-9.003,1.0,0.0323,0.593,0.23,0.552,104.05,208091.0,2.0
Backwards,Alexander Stewart,singer-songwriter pop,0.508,0.661,1.0,-3.166,0.0,0.128,0.0111,0.315,0.699,79.603,172500.0,1.0
Bad,Mokita,chill pop,0.758,0.666,4.0,-6.352,1.0,0.0655,0.402,0.0832,0.77,100.067,170562.0,4.0
Bad Boy,CHUNG HA,k-pop,0.822,0.574,5.0,-4.02,0.0,0.0461,0.351,0.245,0.743,116.987,182587.0,5.0
Bad Boy,Cascada,eurodance,0.666,0.978,11.0,-5.118,0.0,0.0925,0.0149,0.222,0.63,139.991,191843.0,11.0
Bad Dream Baby,Hippo Campus,minneapolis indie,0.654,0.717,4.0,-6.564,1.0,0.0416,0.089,0.0596,0.961,159.963,178150.0,4.0
Bad For Me,Ber,alt z,0.589,0.256,3.0,-11.446,1.0,0.0369,0.949,0.248,0.63,79.93,158520.0,3.0
Bad Girl,Daya,pop,0.834,0.662,5.0,-6.179,1.0,0.0407,0.522,0.14,0.718,115.999,166223.0,5.0
Bad Girl - JVKE Remix,Daya,pop,0.834,0.662,5.0,-6.179,1.0,0.0407,0.522,0.14,0.718,115.999,166223.0,5.0
Bad Habit - Sped Up,Steve Lacy,afrofuturism,0.709,0.679,9.0,-4.828,1.0,0.0588,0.808,0.428,0.852,102.653,191336.0,9.0
Bad Habits,Ed Sheeran,pop,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,0.366,0.537,126.011,230747.0,11.0
Bad Kids,WILLIS,alabama indie,0.801,0.68,1.0,-7.943,1.0,0.0418,0.0894,0.337,0.895,124.983,181657.0,1.0
Bad Luck,Noah Kahan,pov: indie,0.624,0.346,11.0,-9.718,1.0,0.0631,0.635,0.115,0.241,143.439,191726.0,11.0
Bad Man - Skrillex Remix,Ragga Twins,britcore,0.701,0.961,1.0,-2.75,1.0,0.0866,0.128,0.226,0.75,149.991,249600.0,1.0
Bad Romance,Lady Gaga,art pop,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,0.0842,0.714,119.001,294573.0,0.0
Bad Trip,Lauv,pop,0.643,0.655,6.0,-5.606,1.0,0.0242,0.0558,0.0731,0.382,130.11,166701.0,6.0
Bad boy,Marwa Loud,french hip hop,0.796,0.496,9.0,-8.165,0.0,0.0388,0.431,0.0781,0.716,97.988,187844.0,9.0
Bade Achhe Lagte Hain,Amit Kumar,classic bollywood,0.377,0.147,6.0,-15.412,1.0,0.0401,0.897,0.122,0.178,138.749,312080.0,6.0
Badtameez Dil,Pritam,filmi,0.806,0.932,2.0,-2.228,0.0,0.0684,0.24,0.216,0.792,106.021,252760.0,2.0
Bags At Your Feet,Will Killen,leeds indie,0.363,0.273,7.0,-7.964,1.0,0.0314,0.409,0.282,0.114,108.819,182278.0,7.0
Bahon Mein Chale Aao,Lata Mangeshkar,classic bollywood,0.482,0.212,6.0,-16.491,1.0,0.0353,0.8,0.159,0.615,72.749,241667.0,6.0
Baianá,Bakermat,minimal tech house,0.587,0.722,2.0,-6.983,0.0,0.0709,0.000754,0.543,0.466,121.964,180843.0,2.0
"Bailamos - From ""Wild Wild West""",Enrique Iglesias,dance pop,0.629,0.885,7.0,-4.508,1.0,0.0384,0.0532,0.105,0.567,99.881,212693.0,7.0
Bailando - English Version,Enrique Iglesias,dance pop,0.719,0.844,7.0,-3.529,1.0,0.103,0.0793,0.0551,0.941,90.951,243240.0,7.0
Balam Pichkari,Pritam,filmi,0.732,0.944,0.0,-4.115,1.0,0.09,0.209,0.401,0.957,120.02,288903.0,0.0
Balloon,Purrple Cat,chill out,0.508,0.125,3.0,-14.797,1.0,0.0506,0.939,0.0969,0.275,110.08,195284.0,3.0
Bamboo Disco,Yunomi,denpa-kei,0.61,0.909,2.0,-4.132,1.0,0.073,0.0866,0.149,0.685,154.009,196169.0,2.0
Band-Aid,Halvorsen,gaming edm,0.771,0.706,6.0,-9.089,1.0,0.256,0.0161,0.0911,0.846,110.089,178909.0,6.0
Bandit,WOAK,brazilian house,0.794,0.886,2.0,-3.391,1.0,0.112,0.00489,0.0911,0.367,122.987,228402.0,2.0
Bandito,Twenty One Pilots,modern rock,0.661,0.52,11.0,-8.367,0.0,0.028,0.256,0.105,0.427,127.089,330987.0,11.0
Bangarang (feat. Sirah),Skrillex,brostep,0.716,0.972,7.0,-2.302,1.0,0.196,0.0145,0.317,0.576,110.026,215253.0,7.0
Banjaara,Mohammed Irfan,filmi,0.657,0.489,1.0,-6.829,0.0,0.0306,0.713,0.124,0.399,116.0,336567.0,1.0
Bapu Zimidar,Jassie Gill,desi pop,0.723,0.911,6.0,-2.656,1.0,0.0443,0.14,0.235,0.9,80.949,180528.0,6.0
Barbie Girl - UpSynth RMX Edit,Rob Mayth,hands up,0.693,0.846,6.0,-8.643,0.0,0.0594,0.0267,0.404,0.365,144.981,198000.0,6.0
Barracuda,Heart,album rock,0.548,0.691,4.0,-13.553,0.0,0.0369,0.015,0.144,0.667,137.145,261933.0,4.0
Barricades,Hiroyuki Sawano,anime score,0.624,0.941,7.0,-4.894,1.0,0.0527,0.0661,0.113,0.56,105.02,221427.0,7.0
Bas Main Aur Tu,Nikhil D'Souza,indian indie,0.682,0.23,2.0,-13.097,1.0,0.0324,0.897,0.121,0.292,95.022,266381.0,2.0
Bauklotze,Hiroyuki Sawano,anime score,0.545,0.705,11.0,-5.51,0.0,0.0525,0.076,0.445,0.226,89.939,236253.0,11.0
Be Alright,Dean Lewis,australian pop,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0813,0.443,126.684,196373.0,11.0
Be Cool,Bishu,bass trap,0.725,0.854,7.0,-3.506,1.0,0.0691,0.299,0.191,0.847,95.95,144688.0,7.0
Be Good 2 Me,LUXXURY,nu disco,0.675,0.831,9.0,-6.112,0.0,0.0413,0.000736,0.0545,0.964,128.022,218679.0,9.0
Be Like That,WILLIS,alabama indie,0.63,0.636,3.0,-8.273,1.0,0.0237,0.434,0.206,0.581,103.994,162352.0,3.0
Be My Mistake,The 1975,modern alternative rock,0.572,0.155,6.0,-14.405,1.0,0.0344,0.835,0.0906,0.0949,109.923,256689.0,6.0
Beach Baby,Bon Iver,chamber pop,0.669,0.0809,0.0,-17.282,1.0,0.0365,0.983,0.114,0.0922,114.355,160093.0,0.0
